CupperPoints,ID,Country,HarvestYear,Variety,Process,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Cleanliness,Sweetness,Moisture,C1Defect,C2Defect,Quakers,Color,MeanAlt,Address,Contact,Elevation,FullElevation,Precipitation,Temperature,Continent,NSHem,EWHem
7.25,223,El Salvador,2012,Bourbon,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,0,0,6,2,Green,1450,11,11,442,1450,1784,24.45,North America,N,W
7.25,246,Taiwan,2012,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,0,0,0,0,Blue-Green,200,10,10,1150,200,2500,16,Asia,N,E
7.25,247,Taiwan,2014,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,0.11,0,0,0,Unknown,900,10,10,1150,900,2500,16,Asia,N,E
7.25,249,Taiwan,2015,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,0.11,0,0,0,Green,300,10,10,1150,300,2500,16,Asia,N,E
7.25,251,Taiwan,2017,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,0.11,0,0,0,Green,1100,10,10,1150,1100,2500,16,Asia,N,E
7.25,253,Taiwan,2015,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,0.11,0,0,0,Green,650,10,10,1150,650,2500,16,Asia,N,E
7.25,257,Taiwan,2016,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,0.11,0,0,0,Green,150,10,10,1150,150,2500,16,Asia,N,E
7.25,258,Taiwan,2016,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,0.11,0,0,0,Green,750,10,10,1150,750,2500,16,Asia,N,E
7.25,260,Taiwan,2014,Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,0.11,0,0,0,Green,1000,10,10,1150,1000,2500,16,Asia,N,E
7.25,264,Taiwan,2012,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,0.11,0,0,0,Green,650,10,10,1150,650,2500,16,Asia,N,E
7.25,291,,2011,Unknown,Unknown,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,0.1,0,3,0,Unknown,Unknown,9,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7.25,297,Colombia,2011,Unknown,Unknown,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,0.18,0,2,0,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.25,300,Colombia,2012,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,0,0,0,0,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.25,364,Colombia,2016,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,0.11,1,2,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.25,473,Nicaragua,2015,Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,0.11,0,2,0,Green,900,8,8,298,900,2280,24.9,North America,N,W
7.25,474,Nicaragua,2014,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,0.12,0,5,0,Green,110000,8,8,298,110000,2280,24.9,North America,N,W
7.25,496,Costa Rica,2015,Catuai,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,0.11,0,3,0,Green,1300,5,5,746,1300,2926,24.8,North America,N,W
7.25,498,Costa Rica,2012,Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,0.12,0,1,0,Green,13,5,5,746,13,2926,24.8,North America,N,W
7.25,537,Brazil,2012,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,0.11,0,1,1,Green,995,4,4,320,995,1782,24.95,South America,B,W
7.25,540,Brazil,2011,Unknown,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,0,0,1,0,Green,Unknown,4,4,320,320,1782,24.95,South America,B,W
7.25,541,Brazil,2017,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,0.12,0,8,0,Green,1200,4,4,320,1200,1782,24.95,South America,B,W
7.25,549,Brazil,2012,Bourbon,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,0.11,0,5,0,Green,890,4,4,320,890,1782,24.95,South America,B,W
7.25,550,Brazil,2013,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,0,0,0,0,Green,1,4,4,320,1,1782,24.95,South America,B,W
7.25,557,Brazil,2012,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,0,0,1,0,Green,1,4,4,320,1,1782,24.95,South America,B,W
7.25,637,Mexico,2017,Typica,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,0.1,0,0,0,Bluish-Green,1200,3,3,1111,1200,758,21,North America,N,W
7.25,662,Mexico,2014,Typica,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,0.12,0,6,0,Green,1250,3,3,1111,1250,758,21,North America,N,W
7.25,664,Mexico,2015,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,0.12,0,9,0,Green,1250,3,3,1111,1250,758,21,North America,N,W
7.25,674,Mexico,2016,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,0.1,2,4,0,Green,1050,3,3,1111,1050,758,21,North America,N,W
7.25,676,Mexico,2014,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,0.12,0,4,0,Green,1200,3,3,1111,1200,758,21,North America,N,W
7.25,680,Mexico,2013,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,0.13,0,1,0,Green,100,3,3,1111,100,758,21,North America,N,W
7.25,682,Mexico,2017,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,0.12,0,12,0,Green,950,3,3,1111,950,758,21,North America,N,W
7.25,684,Mexico,2014,Typica,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,0.13,5,16,0,Unknown,1650,3,3,1111,1650,758,21,North America,N,W
7.25,686,Mexico,2015,Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,0.11,0,5,0,Green,1642,3,3,1111,1642,758,21,North America,N,W
7.25,687,Mexico,2016,Typica,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,0.1,0,1,0,Green,1200,3,3,1111,1200,758,21,North America,N,W
7.25,690,Mexico,2016,Typica,Washed / Wet,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,0.13,4,13,0,Green,1800,3,3,1111,1800,758,21,North America,N,W
7.25,691,Mexico,2017,Typica,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,0.12,0,4,0,Unknown,1000,3,3,1111,1000,758,21,North America,N,W
7.25,692,Mexico,2015,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,0.13,0,1,0,Unknown,1100,3,3,1111,1100,758,21,North America,N,W
7.25,694,Mexico,2014,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,0.13,0,2,0,Green,1150,3,3,1111,1150,758,21,North America,N,W
7.25,697,Mexico,2015,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,0.11,0,6,0,Green,1000,3,3,1111,1000,758,21,North America,N,W
7.25,710,Mexico,2012,Mundo Novo,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,0.13,0,23,0,Green,1250,3,3,1111,1250,758,21,North America,N,W
7.25,711,Mexico,2013,Typica,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,0.11,0,1,0,Green,1100,3,3,1111,1100,758,21,North America,N,W
7.25,714,Mexico,2011,Bourbon,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,0.12,0,2,0,Green,1500,3,3,1111,1500,758,21,North America,N,W
7.25,716,Mexico,2014,Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,0.12,0,6,0,Green,1300,3,3,1111,1300,758,21,North America,N,W
7.25,824,Taiwan,2012,Yellow Bourbon,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,0,3,4,0,Green,650,2,2,1150,650,2500,16,Asia,N,E
7.25,829,United States (Hawaii),2014,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,0.11,4,31,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.25,833,United States (Hawaii),2011,Unknown,Unknown,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,0,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.25,858,Vietnam,2012,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,0,0,2,0,Unknown,1550,2,2,398,1550,1821,24.45,Asia,N,E
7.25,861,Guatemala,2014,Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,0.11,1,12,0,Green,1400,2,2,759,1400,1996,23.45,North America,N,W
7.25,865,El Salvador,2013,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,0,0,1,0,Green,1450,2,2,442,1450,1784,24.45,North America,N,W
7.25,869,Brazil,2016,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,0,0,3,0,Green,1200,2,2,320,1200,1782,24.95,South America,B,W
7.25,872,Costa Rica,2015,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,0.11,0,0,0,Green,1300,2,2,746,1300,2926,24.8,North America,N,W
7.25,873,Haiti,2015,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,0.12,0,0,0,Green,1000,2,2,470,1000,1440,24.9,North America,N,W
7.25,876,United States (Hawaii),2014,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,0.1,2,5,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.25,886,Philippines,2014,Typica,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,0,0,4,0,Unknown,1200,2,2,442,1200,2348,25.85,Asia,N,E
7.25,887,Guatemala,2016,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,0.12,0,4,0,Green,1450,2,2,759,1450,1996,23.45,North America,N,W
7.25,893,Peru,2015,Unknown,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,0.1,1,5,0,Bluish-Green,Unknown,2,2,1555,1555,1738,19.6,South America,S,W
7.25,898,Taiwan,2012,Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,0.1,0,0,0,Blue-Green,800,2,2,1150,800,2500,16,Asia,N,E
7.25,902,Costa Rica,2011,Unknown,Unknown,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,0,0,1,0,Unknown,1600.2,2,2,746,1600.2,2926,24.8,North America,N,W
7.25,906,United States (Hawaii),2011,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,0.1,1,1,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.25,908,Brazil,2012,Unknown,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,0.1,0,1,0,Bluish-Green,Unknown,2,2,320,320,1782,24.95,South America,B,W
7.25,918,Zambia,2013,SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,0,1,3,0,Unknown,1250,2,2,1138,1250,1020,21.4,Africa,S,E
7.25,926,Colombia,2013,Unknown,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,0.11,1,0,0,Green,Unknown,2,2,593,593,3240,24.5,South America,B,W
7.25,965,El Salvador,2011,Unknown,Unknown,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,0,1,3,0,Unknown,1200,2,2,442,1200,1784,24.45,North America,N,W
7.25,1119,Nicaragua,2012,Unknown,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,0.09,0,7,0,Green,1200,1,1,298,1200,2280,24.9,North America,N,W
7.25,1125,Honduras,2013,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,0.12,0,1,0,Green,1400,1,1,684,1400,1976,23.5,North America,N,W
7.25,1129,Honduras,2012,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,0.11,0,2,0,Blue-Green,1450,1,1,684,1450,1976,23.5,North America,N,W
7.25,1169,Guatemala,2014,Other,Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,0.1,1,2,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.25,1184,Guatemala,2012,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,0.1,0,1,2,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.25,1186,Guatemala,2012,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,0.1,0,1,4,Green,190164,0,0,759,190164,1996,23.45,North America,N,W
7.25,1191,Guatemala,2013,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,0.1,0,4,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.25,1194,Guatemala,2015,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,0.11,0,5,0,Green,1383.792,0,0,759,1383.792,1996,23.45,North America,N,W
7.25,1202,Guatemala,2013,Bourbon,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,0.09,0,8,0,Green,3280,0,0,759,3280,1996,23.45,North America,N,W
7.25,1203,Guatemala,2014,Bourbon,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,0.11,0,1,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.25,1223,Guatemala,2012,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,0.11,0,7,0,Green,1550,0,0,759,1550,1996,23.45,North America,N,W
7.25,1230,Guatemala,2015,Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,0.12,2,1,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.17,37,Brazil,2015,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,0.11,0,3,0,Green,Unknown,21,21,320,320,1782,24.95,South America,B,W
7.17,39,Brazil,2017,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,0.12,0,2,0,Blue-Green,125,21,21,320,125,1782,24.95,South America,B,W
7.17,73,Mexico,2012,Caturra,Washed / Wet,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,0.12,0,10,0,Green,1200,20,20,1111,1200,758,21,North America,N,W
7.17,119,"Tanzania, United Republic Of",2012,Bourbon,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,0.13,0,5,0,Green,1700,16,16,1018,1700,1071,22.35,Africa,S,E
7.17,122,Malawi,2014,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,0.12,0,1,0,Bluish-Green,995,16,16,779,995,1181,21.9,Africa,S,E
7.17,125,"Tanzania, United Republic Of",2012,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,0.13,0,2,0,Green,1456,16,16,1018,1456,1071,22.35,Africa,S,E
7.17,126,"Tanzania, United Republic Of",2012,Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,0.12,0,2,0,Green,1050,16,16,1018,1050,1071,22.35,Africa,S,E
7.17,167,Mexico,2012,Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,0.1,0,2,0,Green,1600,15,15,1111,1600,758,21,North America,N,W
7.17,169,Mexico,2014,Unknown,Unknown,7.67,7.42,7,7.42,7.58,7.08,10,10,10,0.12,0,0,2,Green,1130,15,15,1111,1130,758,21,North America,N,W
7.17,196,Myanmar,2012,Catuai,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,0,0,2,0,Green,3825,13,13,702,3825,2091,13.05,Asia,N,E
7.17,242,Taiwan,2012,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,0,0,0,0,Blue-Green,50,10,10,1150,50,2500,16,Asia,N,E
7.17,244,Panama,2015,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,0.11,1,4,0,Green,1680,10,10,360,1680,2928,25.4,South America,N,W
7.17,248,Taiwan,2014,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,0.11,0,0,0,Green,688,10,10,1150,688,2500,16,Asia,N,E
7.17,262,Taiwan,2015,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,0.11,0,0,0,Green,1200,10,10,1150,1200,2500,16,Asia,N,E
7.17,274,Taiwan,2013,Typica,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,0.08,0,0,0,Green,1200,10,10,1150,1200,2500,16,Asia,N,E
7.17,283,Taiwan,2016,Typica,Washed / Wet,8,7.92,7.92,7.92,7.67,7.33,10,10,10,0.06,0,0,0,Green,950,10,10,1150,950,2500,16,Asia,N,E
7.17,302,Colombia,2016,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,0.11,0,0,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.17,306,Colombia,2017,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,0,0,1,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.17,311,Colombia,2013,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,0.11,0,1,0,Green,1900,9,9,593,1900,3240,24.5,South America,B,W
7.17,313,Colombia,2016,Unknown,Unknown,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,0.08,1,5,0,Unknown,1600,9,9,593,1600,3240,24.5,South America,B,W
7.17,361,Colombia,2012,Caturra,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,0,1,5,2,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.17,471,Nicaragua,2014,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,0.11,0,0,0,Green,1250,8,8,298,1250,2280,24.9,North America,N,W
7.17,472,Nicaragua,2012,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,0.11,0,2,0,Unknown,1187.5,8,8,298,1187.5,2280,24.9,North America,N,W
7.17,479,Indonesia,2017,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,0.12,0,0,0,Green,1400,6,6,367,1400,2702,25.85,Asia,B,E
7.17,490,Nicaragua,2013,Unknown,Unknown,7.42,7,7,7.17,7.08,7,9.33,8.67,10,0.1,0,0,0,Bluish-Green,1000,5,5,298,1000,2280,24.9,North America,N,W
7.17,494,Costa Rica,2013,Caturra,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,0.13,0,0,0,Green,1500,5,5,746,1500,2926,24.8,North America,N,W
7.17,543,Brazil,2012,Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,0.11,0,3,2,Bluish-Green,Unknown,4,4,320,320,1782,24.95,South America,B,W
7.17,621,Mexico,2015,Typica,Washed / Wet,7.58,7.17,7,7.17,7.33,7,8,10,10,0.14,0,0,0,Unknown,1500,3,3,1111,1500,758,21,North America,N,W
7.17,638,Mexico,2017,Typica,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,0.14,0,8,0,Unknown,1550,3,3,1111,1550,758,21,North America,N,W
7.17,658,Mexico,2012,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,0.12,0,4,0,Green,1300,3,3,1111,1300,758,21,North America,N,W
7.17,665,Mexico,2017,Other,Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,0.11,0,12,0,Green,1100,3,3,1111,1100,758,21,North America,N,W
7.17,671,Mexico,2018,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,0.11,2,8,0,Unknown,808,3,3,1111,808,758,21,North America,N,W
7.17,675,Mexico,2016,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,0.15,0,1,0,Unknown,1450,3,3,1111,1450,758,21,North America,N,W
7.17,679,Mexico,2012,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,0.11,0,3,0,Green,1100,3,3,1111,1100,758,21,North America,N,W
7.17,695,Mexico,2014,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,0.12,0,5,0,Green,1600,3,3,1111,1600,758,21,North America,N,W
7.17,705,Mexico,2015,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,0.11,0,2,0,Green,1200,3,3,1111,1200,758,21,North America,N,W
7.17,826,China,2014,Typica,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,0.1,0,28,0,Green,1200,2,2,1840,1200,645,6.95,Asia,N,E
7.17,831,Mexico,2012,Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,0,0,0,0,Green,1600,2,2,1111,1600,758,21,North America,N,W
7.17,835,United States (Hawaii),2012,Unknown,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,0.12,5,8,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.17,845,Thailand,2010,Peaberry,Unknown,7.17,7.17,7,7,7.25,6.92,10,10,10,0,1,0,0,Unknown,Unknown,2,2,287,287,1622,26.3,Asia,N,E
7.17,849,Peru,2013,Unknown,Washed / Wet,7,7.08,7,7.25,7.5,7.42,9.33,10,10,0.12,1,2,0,Green,Unknown,2,2,1555,1555,1738,19.6,South America,S,W
7.17,852,United States (Hawaii),2017,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,0.12,7,10,0,Blue-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.17,866,China,2013,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,0.17,0,14,0,Green,1700,2,2,1840,1700,645,6.95,Asia,N,E
7.17,868,United States (Hawaii),2017,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,0.11,1,0,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.17,881,Thailand,2014,Unknown,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,0,0,3,0,Green,800,2,2,287,800,1622,26.3,Asia,N,E
7.17,883,United States,2012,Pache Comun,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,0,0,0,0,Unknown,1706.88,2,2,760,1706.88,715,8.55,North America,N,W
7.17,932,Guatemala,2016,Caturra,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,0.12,0,2,0,Unknown,1350,2,2,759,1350,1996,23.45,North America,N,W
7.17,1114,Honduras,2016,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,0.11,0,5,0,Green,1400,1,1,684,1400,1976,23.5,North America,N,W
7.17,1116,Honduras,2015,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,0.09,0,2,0,Green,1350,1,1,684,1350,1976,23.5,North America,N,W
7.17,1137,Honduras,2013,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,0.11,0,5,0,Green,1400,1,1,684,1400,1976,23.5,North America,N,W
7.17,1168,Guatemala,2014,Bourbon,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,0.11,0,7,0,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.17,1174,Guatemala,2013,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,0.12,0,3,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.17,1181,Guatemala,2016,Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,0.11,0,6,0,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.17,1189,Guatemala,2017,Bourbon,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,0.11,0,5,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.17,1190,Guatemala,2014,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,0.11,1,4,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.17,1192,Guatemala,2016,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,0.11,0,3,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.17,1197,Guatemala,2016,Bourbon,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,0.11,0,2,0,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.17,1199,Guatemala,2012,Caturra,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,0.12,0,1,0,Green,1706.88,0,0,759,1706.88,1996,23.45,North America,N,W
7.17,1210,Guatemala,2013,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,0.12,0,0,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.17,1213,Guatemala,2014,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,0.12,0,1,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.17,1216,Guatemala,2017,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,0.11,0,4,0,Green,1752.6,0,0,759,1752.6,1996,23.45,North America,N,W
7.17,1219,Guatemala,2012,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,0.1,2,6,0,Green,3280,0,0,759,3280,1996,23.45,North America,N,W
7.17,1224,Guatemala,2016,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,0.11,0,3,0,Green,Unknown,0,0,759,759,1996,23.45,North America,N,W
7.08,38,Brazil,2016,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,0.12,0,1,0,Green,1000,21,21,320,1000,1782,24.95,South America,B,W
7.08,120,"Tanzania, United Republic Of",2012,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,0.12,0,5,0,Bluish-Green,Unknown,16,16,1018,1018,1071,22.35,Africa,S,E
7.08,176,Ethiopia,2016,Unknown,Unknown,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,0.1,0,1,0,Unknown,Unknown,14,14,1330,1330,848,22.2,Africa,N,E
